,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,34,36,35,33,34,36,34,34,24,25,21,24,21,22,22,22,12,12,12,12,12,12,11,11,12,11,11,12,12,11,12,11,6,6,5,6,6,5,5,6,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,11,11,12,12,12,11,12,12,11,11,12,11,11,12,12,11,11,11,11,12,11,12,13,11,24,22,23,24,24,23,24,22,23,25,21,24,23,23,21,23,21,22,25,24,22,26,21,22,41,42,38,40,43,35,44,39,40,39,35,37,39,43,40,41,44,42,38,39,40,40,41,43,40,43,37,42,37,38,40,43,40,38,38,42,41,39,38,40,42,37,40,35,39,40,41,40,33,35,34,36,34,36,35,34,35,33,33,33,33,35,35,33,33,35,35,35,35,38,31,30,42,42,37,39,41,39,42,42,38,39,40,46,36,42,40,36,41,38,40,35,38,40,40,38,36,40,42,42,41,43,40,40,38,41,43,38,41,41,42,39,39,38,40,42,38,41,41,44,30,28,29,28,30,31,24,29,30,31,31,30,32,31,29,30,26,28,30,29,30,29,29,28,24,24,25,25,25,27,26,26,24,27,23,23,24,27,24,26,25,26,26,24,27,24,24,26,27,29,31,29,27,28,30,26,28,30,29,29,29,28,28,29,27,28,30,28,29,30,30,30,29,30,33,32,32,32,34,33,34,31,33,30,32,31,32,32,35,33,32,32,33,32,28,34,35,36,33,35,32,34,33,33,34,35,35,33,32,36,36,33,33,35,36,33,35,32,36,33,42,38,39,40,40,40,39,42,39,40,37,40,40,41,40,38,39,40,37,41,41,39,43,41,49,53,50,55,48,56,55,50,44,39,41,38,40,41,43,41
43,11,11,10,11,11,11,11,11,7,8,7,8,8,8,7,7,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,8,7,8,7,7,7,8,7,7,8,8,8,8,7,7,7,7,8,7,8,8,7,14,13,12,14,13,14,12,13,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13,13,12,14,13,13,13,12,13,13,13,12,14,14,13,12,13,13,12,13,13,12,14,13,12,12,11,12,11,11,11,11,11,11,12,11,11,11,11,11,10,12,10,10,12,10,11,11,12,11,13,13,13,12,12,13,13,13,13,12,13,13,14,13,13,12,12,13,13,13,14,13,12,13,12,13,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13,14,12,13,12,13,12,12,9,10,9,10,10,10,9,9,10,10,9,9,10,9,9,9,10,9,9,9,9,9,9,9,8,8,9,7,9,8,8,9,8,8,8,8,8,7,8,8,8,9,8,8,9,8,8,8,9,9,10,10,9,10,9,9,9,9,10,9,9,9,10,10,9,8,10,10,8,9,10,9,10,10,11,10,11,11,11,10,11,11,11,11,11,10,11,10,11,11,10,11,10,10,10,10,11,10,10,11,11,10,11,11,11,10,11,11,11,10,11,11,11,12,11,11,10,10,11,12,14,13,14,13,13,13,13,13,13,13,13,14,13,15,12,13,12,13,13,12,13,13,14,13,17,16,16,17,18,17,17,17,14,13,13,13,13,13,12,12
44,11,11,12,9,11,11,12,11,7,8,7,7,8,7,7,8,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,8,7,8,8,7,7,7,8,8,7,7,8,7,8,7,8,8,7,7,7,7,7,8,13,14,14,13,13,14,13,13,14,14,13,14,13,13,12,13,13,13,13,14,13,13,14,12,13,12,13,13,12,13,13,14,13,14,13,14,13,12,13,13,13,13,13,13,14,13,14,13,12,11,11,11,11,12,12,11,11,12,11,10,12,11,11,11,11,12,11,11,10,11,11,12,14,14,13,14,12,12,13,14,14,12,15,14,12,12,13,13,13,15,12,12,14,14,13,14,13,13,13,14,13,14,13,13,13,13,12,13,13,12,12,12,14,14,13,13,13,12,13,14,8,10,9,8,9,10,10,9,9,10,9,9,10,9,10,9,10,9,9,10,9,10,10,9,8,9,8,8,8,9,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,9,9,8,8,10,10,10,10,9,9,9,10,9,9,8,9,10,9,9,9,9,10,10,10,9,10,9,11,10,10,9,10,10,11,10,11,11,11,10,10,10,10,11,11,11,10,9,11,11,11,10,11,11,11,12,11,11,11,11,12,11,11,10,11,12,11,11,10,11,10,12,12,12,12,12,13,13,14,14,14,12,14,13,13,13,12,12,13,13,13,13,12,14,13,12,13,12,14,13,16,16,18,18,16,18,17,16,14,13,13,12,13,14,13,14
45,11,12,11,12,11,11,11,12,6,8,8,7,7,8,7,7,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,8,8,8,7,7,7,7,7,7,7,8,7,8,8,7,8,7,7,7,7,8,7,14,13,12,14,14,12,12,14,13,12,13,12,12,13,12,13,13,13,13,14,14,12,14,14,13,13,14,13,13,12,13,12,13,13,12,14,12,13,12,13,14,12,12,14,14,13,14,13,11,11,10,13,11,12,11,11,10,11,11,11,11,12,11,12,11,11,11,11,11,11,10,11,13,14,12,12,13,13,13,13,12,13,13,14,13,13,12,12,13,13,13,13,13,13,13,14,13,13,12,13,13,13,13,13,13,15,13,14,12,13,12,13,14,13,13,12,14,12,14,13,10,9,9,9,10,10,9,9,10,10,9,9,10,10,10,10,9,9,9,10,9,9,9,9,8,7,8,9,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,7,7,9,10,10,9,9,10,9,9,9,9,10,9,10,10,9,10,9,9,9,10,10,10,9,8,10,10,11,10,12,10,11,11,11,10,9,10,10,11,10,11,11,12,11,10,11,11,11,11,12,11,11,12,11,11,10,11,11,12,11,11,11,12,11,12,11,11,11,11,11,11,11,12,14,12,13,14,13,13,13,13,13,13,12,13,13,13,14,14,13,13,13,14,13,14,13,12,17,17,16,17,16,16,17,16,13,12,13,14,13,14,14,13
46,11,11,11,12,10,11,12,12,8,8,8,7,7,8,7,8,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,7,8,7,8,7,7,8,8,8,8,7,8,8,7,7,7,8,8,7,8,7,13,14,15,13,12,13,13,14,13,13,13,14,13,12,12,13,14,13,13,12,13,12,13,14,13,14,13,13,14,13,13,13,13,13,12,15,13,14,12,13,13,13,13,14,14,14,13,13,11,11,12,11,11,11,12,11,11,12,11,11,11,12,12,12,11,11,12,11,12,11,12,11,13,12,12,14,14,12,13,14,13,13,14,13,13,13,14,12,13,14,13,13,13,14,13,13,13,13,13,14,14,15,13,14,13,12,12,14,14,13,13,13,13,13,14,13,12,12,12,12,8,10,9,10,10,9,9,10,10,10,9,9,10,9,8,10,9,10,9,9,10,9,10,9,8,9,9,8,8,8,8,9,8,8,8,8,9,9,8,8,9,8,9,8,9,9,8,8,9,10,9,9,9,10,9,9,9,10,10,10,8,9,9,9,9,10,10,9,10,8,10,10,9,10,10,11,11,11,10,11,10,10,10,10,11,10,10,10,11,10,12,10,11,10,11,10,11,11,10,12,11,11,11,11,11,10,12,11,11,12,11,11,11,10,12,11,12,11,11,11,12,13,13,14,13,13,13,13,13,12,13,14,14,14,13,13,13,13,13,13,13,13,13,13,18,16,19,17,18,17,18,18,13,14,14,13,13,13,13,13
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,56,70,62,64,58,59,57,61,41,46,38,41,42,43,36,43,22,22,22,22,21,20,22,21,22,21,22,21,19,21,19,20,11,10,10,10,11,11,11,10,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,11,10,10,10,10,11,10,9,10,11,11,11,11,12,11,10,10,10,11,11,10,10,23,21,21,22,21,20,21,21,20,20,22,22,21,22,21,20,20,21,19,22,22,22,24,19,42,42,43,38,43,40,45,42,38,44,42,43,45,42,42,42,42,39,47,42,41,43,39,38,66,70,76,77,67,71,73,72,73,71,71,74,70,73,71,78,73,75,72,67,70,76,70,79,67,74,72,72,73,80,75,68,77,76,79,74,74,73,66,70,73,70,71,73,72,70,75,73,62,60,58,61,57,64,64,61,58,64,62,63,67,64,61,56,61,58,62,58,61,65,61,59,72,73,72,75,72,70,74,73,74,73,75,73,71,75,76,74,78,80,72,74,75,72,68,71,72,69,80,76,74,74,72,71,77,74,70,68,66,75,70,70,78,75,68,75,74,67,69,72,50,57,54,55,53,57,51,49,55,47,54,52,52,55,57,53,57,52,54,54,53,49,54,49,46,43,41,44,48,46,46,48,49,41,48,46,43,45,44,44,47,45,44,48,45,48,44,46,52,51,53,53,51,51,50,48,52,53,53,48,52,51,56,48,51,48,53,50,52,52,55,51,58,53,58,55,60,58,54,60,54,56,56,55,59,59,57,61,53,56,63,56,60,59,63,56,64,62,68,67,65,65,62,61,61,64,60,65,65,65,56,60,60,64,65,61,61,61,63,60,68,74,69,72,75,72,73,78,75,77,71,77,74,68,68,68,73,71,70,72,75,77,70,78,95,101,92,98,96,92,97,104,76,74,78,74,70,73,71,66
49,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
50,9,9,9,9,9,8,10,8,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,5,5,6,6,6,6,7,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,11,9,10,10,10,10,10,10,11,10,9,11,10,10,11,11,10,10,10,11,10,11,10,10,11,10,11,10,10,10,10,10,9,11,11,10,12,10,9,10,10,10,10,10,10,11,11,10,8,9,9,9,8,9,9,9,9,9,9,9,9,8,9,8,8,9,9,9,9,7,9,8,11,9,11,10,9,11,11,10,10,10,11,11,10,10,11,10,11,11,10,11,10,10,9,11,11,10,11,10,10,10,10,10,11,10,11,10,10,11,9,11,10,10,10,10,9,11,11,11,8,7,7,7,7,7,7,7,7,7,8,7,7,7,8,8,8,7,7,7,9,8,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,7,6,6,7,7,7,6,6,7,7,7,8,7,7,8,7,7,8,7,7,7,7,8,8,7,7,8,7,7,8,7,7,7,8,7,8,8,8,8,9,8,9,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,9,9,8,9,9,9,9,9,9,9,10,8,9,9,9,9,9,8,9,9,9,9,8,9,11,10,11,10,10,10,10,10,10,11,10,10,11,11,11,11,11,10,10,11,10,10,10,11,13,14,12,13,13,12,14,13,10,10,10,11,10,11,9,10
51,9,9,10,8,9,10,9,10,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,10,9,11,10,10,10,11,11,10,11,10,10,10,10,10,11,10,10,10,10,10,10,10,11,11,11,11,10,11,10,10,10,11,10,10,9,10,10,10,10,10,9,10,10,10,9,11,11,10,8,8,9,9,9,9,9,9,9,9,8,9,8,9,10,8,9,9,9,9,8,9,8,11,10,10,10,9,11,11,10,11,9,10,10,10,10,10,10,10,10,10,11,10,10,10,11,11,11,10,10,10,10,11,10,11,10,10,10,10,10,10,10,11,11,10,10,10,9,9,10,7,7,8,7,8,8,7,7,8,7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,7,6,6,6,6,7,7,7,6,7,6,7,6,6,6,6,7,7,6,7,6,7,6,6,7,7,7,8,8,7,7,7,7,7,7,7,7,8,8,7,7,7,7,8,8,7,7,7,9,8,8,8,8,7,8,8,9,8,9,8,9,8,8,7,7,8,8,8,9,8,8,8,9,8,8,8,8,9,9,8,9,8,9,9,10,8,9,9,9,9,9,8,8,9,9,9,10,11,10,11,11,10,10,10,10,10,10,10,10,10,9,10,9,10,11,10,10,10,11,10,12,13,14,12,13,13,13,12,10,10,10,10,10,10,10,11
52,38,36,34,32,38,35,38,33,22,24,22,25,22,23,22,23,11,12,11,12,12,12,12,12,11,11,12,12,11,12,12,12,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,5,6,6,12,12,13,13,12,11,12,11,11,11,11,12,12,11,11,11,12,12,12,11,11,12,11,12,21,23,23,24,23,23,24,22,22,23,23,23,25,23,23,23,22,25,24,23,24,22,23,24,38,41,43,42,45,39,40,41,43,42,37,38,39,39,43,42,40,38,42,40,41,41,41,40,38,44,40,38,37,43,40,43,42,41,41,39,39,41,39,40,41,40,41,42,42,38,37,43,36,31,36,34,34,33,34,36,36,40,33,36,35,35,35,31,33,36,35,36,33,31,34,33,39,41,39,39,40,36,38,39,42,40,38,43,40,41,42,41,40,38,37,42,41,44,41,40,43,43,40,43,35,44,38,41,40,41,41,40,41,38,41,39,41,40,43,40,38,38,40,44,30,27,27,28,26,29,30,31,29,30,29,26,29,32,29,29,31,28,28,27,30,29,28,27,25,25,23,25,25,26,26,25,25,25,26,24,25,26,25,24,23,25,24,26,27,27,26,24,28,29,28,29,28,31,28,30,29,30,31,28,28,30,26,28,25,31,29,27,27,32,26,28,32,33,32,32,31,34,34,35,35,31,32,32,32,33,34,31,35,33,31,30,33,34,31,32,35,36,37,35,38,36,34,35,33,35,34,32,33,34,38,33,38,37,36,36,37,36,36,33,39,41,43,41,40,40,40,42,41,40,42,43,45,39,41,41,40,39,40,41,40,37,38,38,52,52,52,54,59,47,50,50,41,41,43,39,41,37,45,42
53,18,18,17,19,19,17,20,19,12,13,13,11,13,12,12,12,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,5,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,5,13,13,13,11,12,14,12,12,12,13,13,13,12,12,12,13,11,12,12,12,11,10,12,11,22,20,23,22,21,20,22,22,22,22,20,20,22,22,21,21,23,23,20,21,22,21,22,21,23,23,23,22,21,21,20,22,23,22,21,23,21,22,21,20,22,21,22,23,21,21,21,21,17,18,19,18,19,18,19,18,20,17,19,18,17,18,19,19,18,19,19,18,20,19,18,18,22,22,21,21,22,23,22,20,21,20,22,22,22,21,21,23,22,21,22,20,21,23,23,21,21,21,21,24,21,21,21,22,19,21,23,22,21,21,21,21,22,23,23,20,20,22,21,20,15,15,15,15,17,15,14,16,14,15,14,16,16,17,16,15,15,14,15,13,15,14,17,15,14,13,13,13,13,13,14,13,13,13,15,13,14,14,12,15,14,15,12,15,14,13,14,13,15,17,15,14,15,14,15,15,16,15,15,15,16,15,16,16,16,16,15,15,15,16,16,17,17,18,17,17,16,18,18,18,17,19,17,18,17,18,18,17,17,18,17,18,17,16,17,17,19,17,18,18,20,18,18,18,17,17,19,20,18,18,18,19,18,20,18,17,19,18,18,19,21,21,23,23,23,20,21,22,21,19,22,22,22,22,20,22,22,22,20,23,20,22,19,24,28,28,28,27,29,27,27,26,21,21,22,22,21,21,22,22
54,37,39,35,39,39,40,39,37,26,26,25,27,25,30,27,29,12,12,13,12,13,11,13,13,13,13,13,13,13,13,14,14,6,7,6,7,7,6,7,7,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,7,6,7,6,7,6,6,7,6,7,6,7,7,6,7,7,6,7,6,6,13,12,12,12,13,14,12,14,13,13,12,14,13,13,13,14,13,13,12,13,14,12,14,11,26,24,25,27,26,25,23,25,26,25,26,28,24,23,25,24,26,28,26,25,26,27,27,27,49,44,44,43,47,48,47,46,47,46,44,47,46,47,43,48,41,46,46,47,50,44,44,42,46,49,48,45,45,49,47,46,48,43,43,48,48,44,44,46,46,49,41,46,44,46,42,43,33,37,33,40,36,42,43,37,40,42,40,38,37,40,38,36,35,42,38,39,32,39,42,39,44,46,48,44,45,46,42,47,49,48,46,44,46,46,45,48,47,44,48,45,43,48,41,46,48,47,46,44,45,46,47,46,44,44,47,40,46,46,44,43,44,47,45,42,50,41,47,44,32,29,30,32,33,35,35,33,31,34,32,31,32,35,33,33,33,32,33,35,31,30,35,33,29,27,29,31,27,26,30,27,29,27,29,30,27,26,28,26,30,28,28,28,29,29,29,28,34,32,33,34,32,33,30,36,31,31,34,32,33,33,32,34,28,34,32,35,34,32,34,34,38,37,36,34,38,37,37,37,39,35,34,39,37,37,38,35,36,34,40,38,37,38,33,37,36,38,39,36,36,39,41,38,38,36,40,41,35,34,39,38,40,38,36,39,36,39,38,38,45,45,47,51,46,46,45,49,42,46,44,48,44,41,43,47,44,46,46,46,45,46,40,48,56,60,54,61,59,64,53,59,44,42,45,48,45,44,45,45
55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3
